Date,Time,Latitude (CCTV),Longitude (CCTV),Station ID,CO,NO2,O3,SO2,PM2.5,PM10,US EPA Index,Temperature (C),Humidity (%),Wind Speed (km/h),Precipitation (mm)
6/7/2025,12:00-13:00,14.8752,101.9545,PER-15-011,418.2907228,20.99144449,26.02155869,10.92476321,17.39773652,19.2804883,2.021405618,30.40145754,60.81847353,21.82340034,0.084488064
6/7/2025,17:00-18:00,14.8752,101.9545,PER-15-011,247.7776442,3.574254175,81.82814736,7.372178202,12.47717152,19.36828859,1.047256159,30.24857166,64.45031219,18.63325117,0.095289802
6/7/2025,08:00-09:00,15.6368,100.1314,PER-15-015,340.891167,27.12174564,15.23000814,3.606388127,31.17402693,31.91243619,2,28.06312419,72.18037268,4.070374878,0.000345397
6/7/2025,08:00-09:00,15.6511469,100.0804965,PER-16-011,341.5738743,27.14632783,15.18918837,3.596366668,31.26183303,32.00115749,2,28.0688821,72.15348118,4.060783928,0.0003345
6/7/2025,12:00-13:00,15.6368,100.1314,PER-15-015,395.6320163,32.48383286,14.24277991,4.033365146,41.93424522,42.66606803,2.951399642,32.96041478,53.14172453,11.54898341,0.167511833
6/7/2025,12:00-13:00,15.6511469,100.0804965,PER-16-011,397.1280201,32.53981686,14.19738067,4.013474443,42.08129891,42.81528248,2.960348416,32.96594414,53.12293294,11.54014206,0.167884315
6/7/2025,17:00-18:00,15.6368,100.1314,PER-15-015,274.5033365,2.922983673,86.87869756,2.762525093,18.74777561,21.96883998,1.955124505,28.6029336,70.04067445,11.17719738,0.060106316
6/7/2025,17:00-18:00,15.6511469,100.0804965,PER-16-011,275.119375,2.932130557,87.09557382,2.76900461,18.84332808,22.0504212,1.963887905,28.6023936,70.03771474,11.17939214,0.058887206
6/7/2025,08:00-09:00,15.2802,100.3761,PER-15-016,340.3725729,37.17463122,15.00365085,8.698925122,24.79468825,25.53535075,2.000128836,25.50393798,83.98160805,7.897508748,0
6/7/2025,12:00-13:00,15.2802,100.3761,PER-15-016,248.0153096,45.30257404,13.00548052,14.24071574,30.52990041,31.27041691,2.000641921,30.60365283,60.98751483,15.49560844,0.000206127
6/7/2025,17:00-18:00,15.2802,100.3761,PER-15-016,236.7994885,2.223974346,68.00919941,2.042839301,9.628182257,13.8845511,1.000988683,28.80025851,70.99728664,10.40131498,0.529496071
6/7/2025,08:00-09:00,18.4871039,98.8061549,PER-16-001,2198.158431,51.95060666,8.32609086,12.68611459,19.41626261,19.94193084,1.913654112,25.1411241,88.87220871,4.060596474,0.195422608
6/7/2025,12:00-13:00,18.4871039,98.8061549,PER-16-001,1121.457329,31.75995413,24.5140261,10.10433033,12.3823445,12.73620461,1.013800685,28.88134792,69.06288862,7.458827734,0.171472728
6/7/2025,17:00-18:00,18.4871039,98.8061549,PER-16-001,715.8019138,8.220691544,91.55988218,9.512731165,14.64844537,16.02049809,1.047906728,28.3458885,75.18449763,3.467364567,0.686480222
6/7/2025,08:00-09:00,18.8112,98.9950736,PER-16-002,2366.900434,55.29247895,7.133059386,13.23960332,20.22342394,20.77425006,1.990543703,25.1016143,88.99641103,4.002573109,0.199718885
6/7/2025,12:00-13:00,18.8112,98.9950736,PER-16-002,1134.807127,42.41823503,15.33489141,10.84867334,14.13748503,14.5048058,1.000649673,28.99111088,68.07266004,7.590353202,0.095541771
